Postcode,diagnosis_date,acquired,Localgovernmentarea
3121,27/08/2020,1,1
3121,28/07/2020,1,1
3121,29/03/2020,1,1
3121,29/07/2020,4,4
3121,30/03/2020,1,1
3121,30/07/2020,3,3
3121,30/08/2020,1,1
3121,31/07/2020,2,2
3122,3/12/2020,1,1
3122,4/01/2020,3,3
3122,4/02/2020,2,2
3122,6/03/2020,1,1
3122,7/10/2020,1,1
3122,7/11/2020,1,1
3122,8/02/2020,6,6
3122,8/05/2020,1,1
3122,8/12/2020,1,1
3122,9/01/2020,1,1
3122,9/06/2020,1,1
3122,10/07/2020,1,1
3122,15/07/2020,2,2
3122,15/08/2020,1,1
3122,16/08/2020,2,2
3122,17/03/2020,1,1
3122,18/07/2020,1,1
3122,20/07/2020,1,1
3122,21/03/2020,1,1
3122,21/07/2020,1,1
3122,22/03/2020,1,1
3122,22/07/2020,1,1
3122,23/05/2020,1,1
3122,23/07/2020,1,1
3122,24/03/2020,2,2
3122,25/07/2020,1,1
3122,25/08/2020,1,1
3122,26/03/2020,1,1
3122,26/06/2020,1,1
3122,26/07/2020,1,1
3122,27/03/2020,1,1
3122,27/04/2020,1,1
3122,27/07/2020,3,3
3122,28/03/2020,2,2
3122,29/03/2020,1,1
3122,29/04/2020,2,2
3122,29/07/2020,2,2
3122,30/07/2020,1,1
3122,31/03/2020,1,1
3123,4/01/2020,1,1
3123,7/07/2020,1,1
3123,7/09/2020,1,1
3123,7/11/2020,5,5
3123,8/01/2020,1,1
3123,8/04/2020,1,1
3123,8/11/2020,1,1
3123,15/08/2020,1,1
3123,16/07/2020,1,1
3123,17/07/2020,2,2
3123,17/08/2020,1,1
3123,18/07/2020,1,1
3123,19/03/2020,1,1
3123,20/03/2020,2,2
3123,21/07/2020,1,1
3123,22/03/2020,1,1
3123,22/08/2020,1,1
3123,24/03/2020,2,2
3123,25/07/2020,2,2
3123,26/07/2020,1,1
3123,29/08/2020,1,1
3123,30/07/2020,1,1
3123,31/07/2020,1,1
3124,1/01/2021,2,2
3124,1/04/2021,1,1
3124,3/09/2020,1,1
3124,3/10/2020,1,1
3124,4/08/2020,1,1
3124,7/12/2020,2,2
3124,8/02/2020,1,1
3124,8/04/2020,1,1
3124,8/06/2020,1,1
3124,13/07/2020,2,2
3124,16/07/2020,1,1
3124,17/08/2020,1,1
3124,18/05/2020,1,1
3124,19/03/2020,1,1
3124,19/06/2020,1,1
3124,19/07/2020,4,4
3124,20/03/2020,3,3
3124,20/07/2020,1,1
3124,25/08/2020,1,1
3124,27/03/2020,1,1
3125,3/11/2020,1,1
3125,4/01/2020,2,2
3125,8/01/2020,2,2
3125,8/04/2020,3,3
3125,8/06/2020,1,1
3125,8/07/2020,1,1
3125,8/12/2020,1,1
3125,13/07/2020,3,3
3125,13/09/2020,1,1
3125,14/07/2020,1,1
3125,14/08/2020,1,1
3125,15/07/2020,1,1
3125,15/09/2020,1,1
3125,16/08/2020,1,1
3125,18/08/2020,1,1
3125,19/07/2020,2,2
3125,19/08/2020,1,1
3125,20/03/2020,1,1
3125,20/08/2020,1,1
3125,22/03/2020,1,1
3125,23/04/2021,1,1
3125,24/07/2020,3,3
3125,24/08/2020,2,2
3125,25/07/2020,2,2
3125,27/08/2020,1,1
3125,28/07/2020,1,1
3125,28/08/2020,1,1
3125,29/07/2020,2,2
3125,30/07/2020,1,1
3126,8/03/2020,1,1
3126,15/08/2020,1,1
3126,16/08/2020,1,1
3126,21/03/2020,1,1
3126,24/08/2020,1,1
3126,27/03/2020,1,1
3126,27/08/2020,1,1
3126,28/08/2020,1,1
3126,29/08/2020,1,1
3127,4/01/2020,1,1
3127,4/04/2020,1,1
3127,8/07/2020,1,1
3127,8/08/2020,1,1
3127,8/11/2020,1,1
3127,8/12/2020,1,1
3127,9/02/2020,1,1
3127,13/07/2020,1,1
3127,14/08/2020,1,1
3127,17/03/2020,1,1
3127,17/08/2020,1,1
3127,19/07/2020,1,1
3127,20/07/2020,1,1
3127,22/07/2020,2,2
3127,27/07/2020,1,1
3127,28/03/2020,1,1
3127,29/03/2020,1,1
3127,29/08/2020,1,1
3127,31/07/2020,1,1
3128,4/01/2020,3,3
3128,7/06/2020,1,1
3128,7/08/2020,1,1
3128,7/09/2020,1,1
3128,7/10/2020,2,2
3128,7/11/2020,2,2
3128,8/01/2020,1,1
3128,8/05/2020,1,1
3128,8/06/2020,1,1
3128,8/07/2020,3,3
3128,8/09/2020,2,2
3128,8/10/2020,3,3
3128,8/11/2020,1,1
3128,9/01/2020,1,1
3128,9/05/2020,1,1
3128,9/09/2020,1,1
3128,10/02/2020,1,1
3128,10/11/2020,1,1
3128,13/10/2020,1,1
3128,14/07/2020,4,4
3128,14/10/2020,1,1
3128,15/08/2020,1,1
3128,16/08/2020,1,1
3128,17/07/2020,2,2
3128,18/07/2020,1,1
3128,20/07/2020,1,1
3128,21/07/2020,1,1
3128,22/07/2020,1,1
3128,23/07/2020,1,1
3128,23/08/2020,1,1
3128,24/07/2020,1,1
3128,25/07/2020,1,1
3128,26/08/2020,3,3
3128,27/07/2020,1,1
3128,28/03/2020,1,1
3128,28/07/2020,4,4
3128,28/08/2020,1,1
3128,29/07/2020,1,1
3128,29/09/2020,1,1
3128,30/03/2020,1,1
3128,30/07/2020,1,1
3128,31/03/2020,1,1
3129,4/10/2020,1,1
3129,8/08/2020,1,1
3129,9/02/2020,1,1
3129,9/05/2020,1,1
3129,9/09/2020,2,2
3129,9/10/2020,2,2
3129,13/08/2020,1,1
3129,16/07/2020,1,1
3129,17/07/2020,1,1
3129,25/07/2020,1,1
3129,26/03/2020,1,1
3129,26/07/2020,1,1
3129,27/05/2020,1,1
3129,27/08/2020,1,1
3129,29/08/2020,1,1
3130,3/11/2020,1,1
3130,4/02/2020,1,1
3130,7/01/2020,1,1
3130,7/09/2020,1,1
3130,7/10/2020,1,1
3130,7/11/2020,4,4
3130,8/01/2020,4,4
3130,8/04/2020,1,1
3130,8/09/2020,1,1
3130,10/03/2020,1,1
3130,10/06/2020,1,1
3130,10/10/2020,1,1
3130,14/10/2020,2,2
3130,15/07/2020,1,1
3130,18/07/2020,1,1
3130,28/08/2020,1,1
3130,29/06/2020,1,1
3131,4/01/2020,1,1
3131,7/07/2020,1,1
3131,7/10/2020,3,3
3131,7/12/2020,2,2
3131,8/01/2020,2,2
3131,8/04/2020,1,1
3131,8/07/2020,1,1
3131,8/08/2020,2,2
3131,8/12/2020,1,1
3131,9/01/2020,1,1
3131,14/07/2020,1,1
3131,14/08/2020,1,1
3131,15/05/2020,1,1
3131,16/07/2020,1,1
3131,17/08/2020,1,1
3131,18/07/2020,1,1
3131,23/07/2020,1,1
3131,25/03/2020,1,1
3131,25/07/2020,1,1
3131,27/07/2020,1,1
3131,29/07/2020,1,1
3131,31/07/2020,1,1
3132,7/03/2020,1,1
3132,8/02/2020,1,1
3132,8/07/2020,2,2
3132,8/10/2020,2,2
3132,8/11/2020,1,1
3132,8/12/2020,1,1
3132,14/08/2020,1,1
3132,15/09/2020,1,1
3132,16/08/2020,1,1
3132,19/07/2020,1,1
3132,23/07/2020,4,4
3132,30/12/2020,1,1
3132,31/12/2020,1,1
3133,1/05/2021,1,1
3133,4/02/2020,1,1
3133,4/04/2020,1,1
3133,4/06/2020,1,1
3133,7/06/2020,1,1
3133,7/09/2020,1,1
3133,8/04/2020,1,1
3133,8/05/2020,2,2
3133,8/07/2020,4,4
3133,8/08/2020,1,1
3133,13/07/2020,1,1
3133,15/07/2020,1,1
3133,17/08/2020,1,1
3133,21/07/2020,1,1
3133,22/03/2020,1,1
3133,22/07/2020,1,1
3133,23/07/2020,1,1
3133,24/03/2020,1,1
3133,26/07/2020,2,2
3133,27/03/2020,1,1
3133,30/07/2020,2,2
3134,3/12/2020,1,1
3134,5/03/2020,1,1
3134,7/11/2020,1,1
3134,8/02/2020,1,1
3134,8/03/2020,2,2
3134,8/04/2020,1,1
3134,8/06/2020,1,1
3134,13/08/2020,3,3
3134,14/07/2020,1,1
3134,16/07/2020,1,1
3134,17/09/2020,1,1
3134,18/07/2020,1,1
3134,19/08/2020,2,2
3134,19/09/2020,1,1
3134,20/07/2020,2,2
3134,21/07/2020,1,1
3134,21/08/2020,1,1
3134,22/08/2020,1,1
3134,22/09/2020,1,1
3134,23/08/2020,2,2
3134,24/07/2020,1,1
3134,26/07/2020,1,1
3134,28/03/2020,2,2
3134,29/03/2020,1,1
3134,30/07/2020,2,2
3134,31/07/2020,1,1
3135,4/02/2020,1,1
3135,5/07/2020,1,1
3135,7/05/2020,2,2
3135,7/10/2020,1,1
3135,7/11/2020,1,1
3135,8/01/2020,1,1
3135,8/04/2020,1,1
3135,8/06/2020,1,1
3135,8/08/2020,1,1
3135,9/01/2020,1,1
3135,9/02/2020,1,1
3135,13/08/2020,1,1
3135,17/03/2020,2,2
3135,22/07/2020,1,1
3135,25/07/2020,1,1
3136,1/03/2021,1,1
3136,1/04/2021,1,1
3136,4/03/2020,1,1
3136,5/11/2020,1,1
3136,6/11/2020,1,1
3136,7/03/2020,1,1
3136,7/08/2020,1,1
3136,8/01/2020,1,1
3136,8/02/2020,1,1
3136,8/03/2020,1,1
3136,8/04/2020,1,1
3136,8/08/2020,1,1
3136,8/10/2020,1,1
3136,8/11/2020,1,1
3136,8/12/2020,3,3
3136,9/01/2020,1,1
3136,13/04/2020,1,1
3136,13/06/2020,2,2
3136,13/08/2020,1,1
3136,14/08/2020,1,1
3136,15/07/2020,1,1
3136,15/08/2020,1,1
3136,17/07/2020,1,1
3136,18/04/2020,1,1
3136,18/07/2020,1,1
3136,20/08/2020,2,2
3136,21/07/2020,1,1
3136,21/08/2020,1,1
3136,22/07/2020,3,3
3136,24/07/2020,2,2
3136,24/08/2020,1,1
3136,25/07/2020,3,3
3136,25/08/2020,1,1
3136,26/07/2020,4,4
3136,27/07/2020,2,2
3136,27/08/2020,1,1
3136,28/07/2020,1,1
3136,29/03/2020,1,1
3136,29/07/2020,4,4
3136,31/03/2020,1,1
3137,5/02/2020,1,1
3137,5/04/2020,1,1
3137,7/01/2020,1,1
3137,7/09/2020,1,1
3137,7/11/2020,1,1
3137,8/01/2020,5,5
3137,8/02/2020,2,2
3137,8/04/2020,1,1
3137,8/06/2020,2,2
3137,8/08/2020,3,3
3137,13/08/2020,2,2
3137,17/08/2020,1,1
3137,19/05/2020,1,1
3137,19/08/2020,1,1
3137,21/07/2020,2,2
3137,22/07/2020,2,2
3137,23/07/2020,2,2
3137,24/07/2020,2,2
3137,25/07/2020,8,8
3137,26/07/2020,35,35
3137,27/07/2020,1,1
3137,28/07/2020,1,1
3137,29/07/2020,1,1
3137,30/07/2020,6,6
3137,31/07/2020,4,4
3138,4/02/2020,1,1
3138,8/01/2020,1,1
3138,8/03/2020,1,1
3138,8/04/2020,1,1
3138,8/08/2020,4,4
3138,8/10/2020,1,1
3138,9/02/2020,1,1
3138,16/08/2020,1,1
3138,17/03/2020,1,1
3138,18/08/2020,1,1
3138,19/03/2020,2,2
3138,19/07/2020,1,1
3138,19/08/2020,3,3
3138,20/07/2020,1,1
3138,20/08/2020,1,1
3138,22/07/2020,1,1
3138,22/08/2020,1,1
3138,24/07/2020,2,2
3138,25/03/2020,1,1
3138,26/07/2020,2,2
3138,28/07/2020,1,1
3138,28/08/2020,1,1
3138,29/07/2020,1,1
3138,30/07/2020,4,4
3138,31/07/2020,1,1
3139,8/01/2020,1,1
3139,8/02/2020,2,2
3139,15/06/2020,1,1
3139,22/07/2020,1,1
3139,25/07/2020,1,1
3139,26/07/2020,3,3
3139,29/07/2020,1,1
3140,8/01/2020,1,1
3140,8/02/2020,2,2
3140,8/03/2020,1,1
3140,8/04/2020,2,2
3140,8/05/2020,7,7
3140,8/06/2020,3,3
3140,8/10/2020,2,2
3140,8/12/2020,1,1
3140,17/08/2020,1,1
3140,19/08/2020,1,1
3140,25/07/2020,1,1
3140,25/08/2020,1,1
3140,26/07/2020,2,2
3140,27/08/2020,1,1
3140,29/07/2020,2,2
3140,30/07/2020,3,3
3140,31/08/2020,1,1
3141,4/02/2020,1,1
3141,4/06/2020,1,1
3141,7/01/2020,1,1
3141,7/02/2020,1,1
3141,7/08/2020,1,1
3141,7/09/2020,1,1
3141,7/10/2020,2,2
3141,8/01/2020,3,3
3141,8/03/2020,1,1
3141,8/04/2020,4,4
3141,8/07/2020,1,1
3141,8/08/2020,1,1
3141,8/09/2020,2,2
3141,8/10/2020,3,3
3141,9/06/2020,1,1
3141,9/09/2020,1,1
3141,13/08/2020,1,1
3141,14/08/2020,1,1
3141,16/07/2020,1,1
3141,16/08/2020,3,3
3141,17/03/2020,4,4
3141,18/03/2020,3,3
3141,19/03/2020,1,1
3141,19/08/2020,1,1
3141,20/03/2020,1,1
3141,20/07/2020,1,1
3141,20/08/2020,2,2
3141,21/03/2020,1,1
3141,21/08/2020,1,1
3141,21/09/2020,1,1
3141,22/03/2020,2,2
3141,23/03/2020,2,2
3141,24/03/2020,1,1
3141,24/04/2020,1,1
3141,25/04/2020,1,1
3141,25/07/2020,3,3
3141,26/03/2020,1,1
3141,26/08/2020,1,1
3141,27/03/2020,1,1
3141,27/07/2020,1,1
3141,28/06/2020,1,1
3141,29/03/2020,1,1
3141,29/07/2020,2,2
3141,29/08/2020,2,2
3141,30/03/2020,1,1
3141,31/07/2020,2,2
3142,8/01/2020,1,1
3142,8/03/2020,1,1
3142,8/04/2020,1,1
3142,8/07/2020,2,2
3142,8/10/2020,1,1
3142,8/11/2020,1,1
3142,9/08/2020,2,2
3142,15/07/2020,1,1
3142,16/03/2020,2,2
3142,16/07/2020,1,1
3142,17/03/2020,1,1
3142,18/03/2020,2,2
3142,18/07/2020,2,2
3142,19/03/2020,2,2
3142,20/03/2020,1,1
3142,21/03/2020,1,1
3142,21/07/2020,1,1
3142,23/03/2020,2,2
3142,26/03/2020,1,1
3142,26/05/2021,1,1
3142,28/03/2020,2,2
3142,29/03/2020,1,1
3142,30/03/2020,1,1
3143,3/06/2020,1,1
3143,3/09/2020,1,1
3143,5/06/2020,1,1
3143,7/08/2020,1,1
3143,7/12/2020,1,1
3143,8/04/2020,2,2
3143,8/08/2020,1,1
3143,8/10/2020,1,1
3143,9/09/2020,1,1
3143,13/03/2020,3,3
3143,15/07/2020,1,1
3143,17/03/2020,2,2
3143,17/07/2020,2,2
3143,19/03/2020,1,1
3143,20/03/2020,2,2
3143,22/03/2020,1,1
3143,24/08/2020,1,1
3143,26/07/2020,1,1
3143,27/03/2020,1,1
3143,27/06/2020,1,1
3143,28/03/2020,1,1
3143,30/07/2020,3,3
3143,31/07/2020,1,1
3144,4/01/2020,1,1
3144,4/10/2020,1,1
3144,8/01/2020,1,1
3144,8/04/2020,1,1
3144,8/09/2020,1,1
3144,9/01/2020,1,1
3144,15/07/2020,1,1
3144,20/03/2020,2,2
3144,22/03/2020,1,1
3144,24/03/2020,1,1
3144,24/07/2020,1,1
3144,27/03/2020,1,1
3144,27/07/2020,2,2
3144,29/07/2020,2,2
3144,30/03/2020,1,1
3144,30/06/2020,1,1
3145,4/01/2020,2,2
3145,5/08/2020,1,1
3145,7/07/2020,1,1
3145,8/04/2020,1,1
3145,8/06/2020,3,3
3145,8/07/2020,1,1
3145,8/08/2020,2,2
3145,8/09/2020,2,2
3145,8/10/2020,1,1
3145,8/12/2020,1,1
3145,10/11/2020,1,1
3145,13/08/2020,1,1
3145,15/08/2020,2,2
3145,16/07/2020,3,3
3145,17/03/2020,1,1
3145,20/07/2020,1,1
3145,21/03/2020,1,1
3145,21/08/2020,1,1
3145,22/03/2020,1,1
3145,22/07/2020,1,1
3145,23/07/2020,1,1
3145,23/08/2020,1,1
3145,27/03/2020,2,2
3145,27/07/2020,2,2
3145,28/07/2020,1,1
3145,29/03/2020,1,1
3145,29/07/2020,2,2
3145,29/09/2020,1,1
3145,30/03/2020,1,1
3145,30/08/2020,1,1
3145,31/03/2020,1,1
3145,31/07/2020,3,3
3146,4/04/2020,1,1
3146,5/04/2020,1,1
3146,7/06/2020,1,1
3146,7/09/2020,1,1
3146,8/05/2020,2,2
3146,8/08/2020,1,1
3146,8/11/2020,1,1
3146,8/12/2020,1,1
3146,17/08/2020,1,1
3146,19/03/2020,1,1
3146,21/07/2020,2,2
3146,22/03/2020,1,1
3146,22/07/2020,1,1
3146,24/07/2020,2,2
3146,25/05/2021,1,1
3146,25/07/2020,2,2
3146,26/05/2020,1,1
3146,26/07/2020,1,1
3146,27/06/2020,1,1
3146,28/03/2020,1,1
3146,30/03/2020,2,2
3146,31/03/2020,1,1
3147,4/01/2020,1,1
3147,10/01/2020,1,1
3147,10/02/2020,1,1
3147,10/03/2020,4,4
3147,14/07/2020,2,2
3147,15/07/2020,1,1
3147,17/06/2020,1,1
3147,18/07/2020,3,3
3147,19/07/2020,4,4
3147,19/08/2020,1,1
3147,21/07/2020,2,2
3147,21/08/2020,1,1
3147,22/07/2020,4,4
3147,22/08/2020,2,2
3147,24/07/2020,2,2
3147,28/07/2020,1,1
3147,28/09/2020,1,1
3147,29/09/2020,1,1
3147,30/09/2020,2,2
3148,4/02/2020,1,1
3148,7/01/2020,1,1
3148,8/01/2020,1,1
3148,8/02/2020,2,2
3148,8/06/2020,1,1
3148,9/02/2020,1,1
3148,10/10/2020,2,2
3148,10/11/2020,4,4
3148,13/09/2020,1,1
3148,14/09/2020,1,1
3148,15/08/2020,1,1
3148,16/07/2020,1,1
3148,17/07/2020,2,2
3148,20/07/2020,3,3
3148,22/03/2020,1,1
3148,23/08/2020,1,1
3148,25/07/2020,2,2
3148,27/07/2020,4,4
3148,27/08/2020,1,1
3149,4/04/2020,1,1
3149,4/06/2020,1,1
3149,6/01/2020,1,1
3149,8/01/2020,1,1
3149,8/04/2020,3,3
3149,8/05/2020,1,1
3149,8/06/2020,1,1
3149,8/11/2020,1,1
3149,9/04/2020,1,1
3149,9/05/2020,1,1
3149,9/07/2020,1,1
3149,10/02/2020,1,1
3149,14/07/2020,1,1
3149,14/08/2020,1,1
3149,15/08/2020,2,2
3149,16/08/2020,3,3
3149,17/08/2020,4,4
3149,18/07/2020,1,1
3149,18/08/2020,3,3
3149,19/08/2020,11,11
3149,20/07/2020,2,2
3149,20/08/2020,1,1
3149,21/03/2020,1,1
3149,21/08/2020,2,2
3149,22/08/2020,4,4
3149,23/07/2020,1,1
3149,24/03/2020,1,1
3149,25/01/2020,1,1
3149,25/07/2020,2,2
3149,25/08/2020,2,2
3149,25/09/2020,1,1
3149,27/03/2020,2,2
3149,28/07/2020,1,1
3149,29/07/2020,2,2
3149,29/08/2020,1,1
3149,30/03/2020,2,2
3150,4/02/2020,2,2
3150,4/05/2020,2,2
3150,6/10/2020,1,1
3150,7/03/2020,1,1
3150,7/06/2020,5,5
3150,7/10/2020,3,3
3150,7/11/2020,1,1
3150,7/12/2020,1,1
3150,8/01/2020,5,5
3150,8/02/2020,1,1
3150,8/04/2020,2,2
3150,8/06/2020,2,2
3150,8/09/2020,2,2
3150,8/10/2020,1,1
3150,8/11/2020,3,3
3150,8/12/2020,1,1
3150,9/01/2020,1,1
3150,9/03/2020,1,1
3150,9/04/2020,1,1
3150,9/05/2020,1,1
3150,9/11/2020,1,1
3150,13/06/2020,1,1
3150,15/07/2020,2,2
3150,16/03/2020,1,1
3150,16/07/2020,1,1
3150,17/07/2020,1,1
3150,18/07/2020,2,2
3150,18/08/2020,1,1
3150,19/07/2020,1,1
3150,20/04/2020,1,1
3150,21/07/2020,2,2
3150,22/05/2020,1,1
3150,22/08/2020,2,2
3150,23/07/2020,1,1
3150,24/03/2020,1,1
3150,24/07/2020,2,2
3150,24/08/2020,1,1
3150,25/07/2020,2,2
3150,25/08/2020,1,1
3150,26/03/2020,1,1
3150,26/08/2020,2,2
3150,27/03/2020,1,1
3150,27/07/2020,1,1
3150,27/08/2020,1,1
3150,28/01/2020,1,1
3150,28/03/2020,1,1
3150,29/08/2020,1,1
3150,30/03/2020,2,2
3150,30/07/2020,2,2
3150,30/08/2020,1,1
3150,31/03/2020,2,2
3150,31/08/2020,2,2
3151,7/03/2020,1,1
3151,8/01/2020,1,1
3151,8/06/2020,1,1
3151,8/12/2020,2,2
3151,9/08/2020,1,1
3151,16/07/2020,1,1
3151,22/07/2020,1,1
3151,25/07/2020,1,1
3151,30/07/2020,1,1
3152,5/09/2020,1,1
3152,7/11/2020,1,1
3152,8/04/2020,1,1
3152,8/06/2020,1,1
3152,8/08/2020,1,1
3152,8/10/2020,2,2
3152,8/11/2020,1,1
3152,13/08/2020,2,2
3152,15/08/2020,1,1
3152,15/10/2020,1,1
3152,18/07/2020,1,1
3152,20/07/2020,1,1
3152,20/08/2020,1,1
3152,21/07/2020,1,1
3152,21/08/2020,1,1
3152,22/07/2020,1,1
3152,23/07/2020,1,1
3152,24/06/2020,1,1
3152,24/07/2020,4,4
3152,25/06/2020,1,1
3152,25/07/2020,1,1
3152,26/03/2020,1,1
3152,26/07/2020,1,1
3152,28/03/2020,1,1
3152,28/08/2020,1,1
3152,29/07/2020,1,1
3152,30/07/2020,2,2
3153,4/01/2020,1,1
3153,8/01/2020,1,1
3153,8/05/2020,2,2
3153,8/06/2020,1,1
3153,8/08/2020,1,1
3153,8/10/2020,2,2
3153,8/11/2020,2,2
3153,18/07/2020,1,1
3153,21/07/2020,1,1
3153,25/07/2020,1,1
3153,26/07/2020,1,1
3153,29/07/2020,1,1
3153,30/07/2020,1,1
3154,8/05/2020,1,1
3154,8/09/2020,2,2
3154,8/10/2020,1,1
3154,19/08/2020,1,1
3155,7/08/2020,1,1
3155,8/06/2020,1,1
3155,8/07/2020,2,2
3155,8/10/2020,1,1
3155,8/11/2020,1,1
3155,10/08/2020,1,1
3155,15/08/2020,1,1
3155,16/07/2020,1,1
3155,17/08/2020,2,2
3155,18/07/2020,1,1
3155,20/08/2020,1,1
3155,22/07/2020,1,1
3155,24/09/2020,1,1
3155,26/07/2020,2,2
3155,26/08/2020,1,1
3155,27/03/2020,1,1
3155,27/07/2020,1,1
3155,28/07/2020,1,1
3155,28/09/2020,1,1
3155,29/08/2020,1,1
3155,31/07/2020,2,2
3156,5/12/2020,1,1
3156,7/05/2020,1,1
3156,7/06/2020,1,1
3156,8/03/2020,1,1
3156,8/05/2020,1,1
3156,8/06/2020,2,2
3156,8/07/2020,1,1
3156,8/09/2020,2,2
3156,8/11/2020,1,1
3156,8/12/2020,1,1
3156,16/08/2020,1,1
3156,22/07/2020,2,2
3156,22/08/2020,1,1
3156,23/08/2020,1,1
3156,24/06/2020,1,1
3156,25/07/2020,1,1
3156,26/07/2020,1,1
3156,26/08/2020,1,1
3156,27/03/2020,1,1
3156,28/07/2020,1,1
3156,31/03/2020,1,1
3156,31/07/2020,2,2
3158,9/06/2020,1,1
3158,13/07/2020,1,1
3158,20/03/2020,1,1
3158,30/07/2020,1,1
3159,19/07/2020,1,1
3159,23/07/2020,1,1
3159,27/07/2020,1,1
3160,5/12/2020,1,1
3160,16/07/2020,1,1
3160,17/03/2020,1,1
3160,20/03/2020,2,2
3160,22/08/2020,1,1
3160,23/08/2020,1,1
3160,24/08/2020,1,1
3161,4/02/2020,1,1
3161,5/09/2020,1,1
3161,8/04/2020,4,4
3161,8/09/2020,2,2
3161,8/11/2020,1,1
3161,13/07/2020,1,1
3161,14/07/2020,1,1
3161,15/08/2020,1,1
3161,18/07/2020,1,1
3161,19/03/2020,1,1
3161,20/08/2020,2,2
3161,21/03/2020,1,1
3161,22/06/2020,1,1
3161,23/03/2020,2,2
3161,25/07/2020,1,1
3161,26/06/2020,1,1
3161,27/03/2020,1,1
3161,27/07/2020,1,1
3161,28/03/2020,1,1
3161,28/08/2020,1,1
3161,29/03/2020,1,1
3161,30/07/2020,2,2
3161,31/07/2020,1,1
3162,4/02/2020,1,1
3162,8/02/2020,1,1
3162,8/04/2020,1,1
3162,8/10/2020,1,1
3162,8/11/2020,1,1
3162,15/07/2020,1,1
3162,16/03/2020,1,1
3162,16/06/2020,1,1
3162,16/08/2020,1,1
3162,18/05/2020,1,1
3162,22/03/2020,1,1
3162,22/07/2020,1,1
3162,24/10/2020,1,1
3162,25/05/2020,1,1
3162,26/07/2020,1,1
3162,28/07/2020,1,1
3163,4/01/2020,1,1
3163,4/10/2020,1,1
3163,6/01/2020,1,1
3163,7/11/2020,1,1
3163,8/01/2020,1,1
3163,8/02/2020,1,1
3163,8/04/2020,3,3
3163,8/06/2020,2,2
3163,8/07/2020,1,1
3163,8/09/2020,1,1
3163,8/12/2020,2,2
3163,9/01/2020,1,1
3163,9/03/2020,4,4
3163,9/04/2020,1,1
3163,9/07/2020,1,1
3163,9/11/2020,1,1
3163,13/07/2020,1,1
3163,13/08/2020,1,1
3163,14/08/2020,1,1
3163,15/08/2020,2,2
3163,16/03/2020,1,1
3163,16/07/2020,1,1
3163,17/08/2020,1,1
3163,18/03/2020,1,1
3163,18/07/2020,1,1
3163,19/06/2020,1,1
3163,19/07/2020,1,1
3163,21/07/2020,1,1
3163,21/09/2020,1,1
3163,24/07/2020,2,2
3163,25/07/2020,2,2
3163,26/07/2020,3,3
3163,27/07/2020,1,1
3163,28/07/2020,1,1
3163,31/03/2020,2,2
3163,31/08/2020,1,1
3165,5/01/2020,1,1
3165,6/09/2020,1,1
3165,8/01/2020,2,2
3165,8/02/2020,1,1
3165,8/03/2020,2,2
3165,8/04/2020,1,1
3165,8/09/2020,1,1
3165,9/04/2020,2,2
3165,9/05/2020,1,1
3165,9/06/2020,1,1
3165,9/08/2020,1,1
3165,10/03/2020,1,1
3165,10/06/2020,2,2
3165,13/08/2020,1,1
3165,14/08/2020,3,3
3165,15/08/2020,2,2
3165,16/08/2020,1,1
3165,18/08/2020,1,1
3165,20/07/2020,1,1
3165,22/08/2020,1,1
3165,23/07/2020,1,1
3165,24/07/2020,1,1
3165,24/08/2020,2,2
3165,25/07/2020,1,1
3165,25/08/2020,1,1
3165,26/03/2020,1,1
3165,26/07/2020,1,1
3165,27/03/2020,1,1
3165,27/09/2020,1,1
3165,28/03/2020,1,1
3165,29/07/2020,3,3
3165,30/07/2020,3,3
3166,4/02/2020,2,2
3166,7/11/2020,1,1
3166,8/04/2020,1,1
3166,8/07/2020,1,1
3166,8/08/2020,1,1
3166,8/09/2020,1,1
3166,10/02/2020,1,1
3166,10/03/2020,1,1
3166,13/04/2020,1,1
3166,14/08/2020,1,1
3166,15/07/2020,2,2
3166,16/08/2020,2,2
3166,20/07/2020,1,1
3166,25/05/2020,1,1
3166,26/08/2020,2,2
3166,27/03/2020,1,1
3166,28/07/2020,1,1
3166,29/03/2020,1,1
3166,30/03/2020,1,1
3166,30/07/2020,1,1
3166,30/09/2020,1,1
3166,31/01/2020,1,1
3167,4/09/2020,1,1
3167,7/04/2020,1,1
3167,7/07/2020,4,4
3167,8/07/2020,1,1
3167,9/07/2020,1,1
3167,20/07/2020,1,1
3167,21/07/2020,3,3
3167,23/07/2020,1,1
3167,23/09/2020,1,1
3167,26/07/2020,1,1
3167,27/07/2020,2,2
3167,27/08/2020,1,1
3167,28/04/2020,1,1
3167,28/07/2020,1,1
3167,31/07/2020,2,2
3168,1/03/2021,1,1
3168,5/03/2020,1,1
3168,8/02/2020,1,1
3168,8/03/2020,3,3
3168,8/05/2020,1,1
3168,8/06/2020,1,1
3168,8/07/2020,1,1
3168,8/11/2020,1,1
3168,8/12/2020,3,3
3168,9/01/2020,1,1
3168,9/07/2020,1,1
3168,13/08/2020,2,2
3168,14/08/2020,3,3
3168,16/04/2020,1,1
3168,16/07/2020,1,1
3168,17/04/2020,1,1
3168,18/07/2020,1,1
3168,20/03/2020,1,1
3168,20/08/2020,1,1
3168,21/07/2020,1,1
3168,24/07/2020,1,1
3168,24/08/2020,2,2
3168,25/03/2020,1,1
3168,25/07/2020,1,1
